,identifier,title,creator,date_created,date_issued,depositor,box,folder,type_of_resource,genre
1571,31735067913057,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1964-02,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
1572,31735061539247,"""Les Francs-Tireurs et Partisans Francais"", By Fernand Grenier,",,1944,,University of Pittsburgh,7,78,text,archival document
1573,31735061657510,"The Twelve and You, What Happens to Democracy is Your Business, too!, by Elizabeth Gurley Flynn,",,1948-09,,University of Pittsburgh,2,114,text,archival document
1574,31735067913230,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1966-08,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
1575,31735061544098,"""A Socialist Labor Party Statement, What Can Be Done About Unemployment?""",,,,University of Pittsburgh,10,48,text,archival document
1576,31735061655670,"Official Proceedings of the Second All-Southern Negro Youth Conference,",,1938-05,,University of Pittsburgh,1,73,text,archival document
1577,31735061657981,The Smith Act- A Threat to Labor,,,,University of Pittsburgh,2,105,text,archival document
1578,31735066228440,"The Fight to Implement Busing for Labor/Black Defense to Stop Racist Attacks and to Smash Fascist Threats,",,1974,,University of Pittsburgh,11,125,text,archival document
1579,31735061659508,"""The Truth About Father Coughlin"", By A.B. Magil,",,1935,,University of Pittsburgh,3,29,text,archival document
1580,31735061655886,"""Call for Truth! To Silence Racist Ravings""",,,,University of Pittsburgh,1,82,text,archival document
1581,31735061538843,"""Program of The Trade Union Educational League""",,,,University of Pittsburgh,6,52,text,archival document
1582,31735047449339,"""How the American Maritime Workers are Being Forced to Strike,""",,1946,,University of Pittsburgh,37,29,text,archival document
1583,31735061537464,"Entrance of the Communist office headquarters in America,",,1938-08-25,,University of Pittsburgh,4,129,still image,archival document
1584,31735047450923,"""Speed-Up!"" Pamphlet",,,,University of Pittsburgh,37,95,text,archival document
1585,31735061587022,"Punchin' Out with the Mill Hunk Herald,",,1988-06,,University of Pittsburgh,6,85,text,archival document
1586,31735059397228,"""Elect Claude Lightfoot"" Flyer,",,1932,,University of Pittsburgh,1,109,text,archival document
1587,31735061540062,"""Saigon's Prisoners"", An Indochina Peace Campaign Report",,,,University of Pittsburgh,12,68,text,archival document
1588,31735061658534,"""Schools and the Crisis"", By Rex David,",,1934,,University of Pittsburgh,3,70,text,archival document
1589,31735047450428,Clean Air Flyers,,,,University of Pittsburgh,37,34,text,archival document
1590,31735067913339,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1967-03,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
1591,31735066227798,"The Negro Today, by Herbert Aptheker,",,1962,,University of Pittsburgh,1,69,text,archival document
1592,31735066228549,"The Essence of Socialism, by William H. Watts,",,1910,,University of Pittsburgh,10,103,text,archival document
1593,31735061655779,"""Rally For Youth Rights"" Flyer",,,,University of Pittsburgh,1,29,text,archival document
1594,31735061656827,Assorted Flyers Petitioning Against the Fleet of 244 B-1 Bombers,,,,University of Pittsburgh,1,162,text,archival document
1595,31735061537357,"Communist Procession from Battery Park,",,1934-05-01,,University of Pittsburgh,4,156,still image,archival document
1596,31735061539502,"The USSR Today, 50 Years of Socialism, By George Morris,",,1967-01,,University of Pittsburgh,7,29,text,archival document
1597,31735067911473,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,,1953-08-31,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals
1598,31735059397798,"The New Liberator,",,1962-03-16,,University of Pittsburgh,14,24,text,archival document
1599,31735061657254,What Political Prisoners Do We Defend? Pamphlet,,,,University of Pittsburgh,2,18,text,archival document
1600,31735067911614,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,,1953-01-26,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals
1601,31735061544312,"""Turn Toward Peace"" Pamphlet,",,1961,,University of Pittsburgh,11,162,text,archival document
1602,31735051655854,"The Workers Monthly,",,1925-12,,University of Pittsburgh,13,70,text,archival document
1603,31735061537811,"Revolt of the Reapers, By Siskind Liev",,,,University of Pittsburgh,13,77,text,archival document
1604,31735061539809,"""Too Much Garbage from City Council""",,,,University of Pittsburgh,8,43,text,archival document
1605,31735061537480,"One of the Sacco-Vanzetti Demonstrations on ""Red Thursday"",",,1930-03-08,,University of Pittsburgh,4,143,still image,archival document
1606,31735047451137,"""'UE Has Really Delivered the Goods!' UE For Women Workers!""",,,,University of Pittsburgh,,117,text,archival document
1607,31735061539056,"The Telephone and Telegraph Workers, By Hy Kravif,",,1935,,University of Pittsburgh,6,112,text,archival document
1608,31735061544288,"""Student Peace Union"" Flyer",,,,University of Pittsburgh,11,183,text,archival document
1609,31735061656959,"Not Guilty!, The Case of Claude Lightfoot,",,1955-06,,University of Pittsburgh,2,62,text,archival document
1610,31735067911341,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,,1951-03-26,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals
1611,31735061657700,"""Don't Let it Happen Here"", A Call to the American People",,,,University of Pittsburgh,2,112,text,archival document
1612,31735047451350,"1397 Rank & Rile Labor Day Edition,",,1980-09,,University of Pittsburgh,,143,text,archival document
1613,31735068353402,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,,1952-12-15,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals
1614,31735051655102,"Support G.I. Resistance,",,1972-05-22,,University of Pittsburgh,14,88,text,archival document
1615,31735068353238,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1961-05,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
1616,31735061538835,A scene at the New Bedford Strike,,,,University of Pittsburgh,6,53,still image,archival document
1617,31735061657965,"Thesis and Resolutions for the Seventh National Convention of the Communist Party of U.S.A., by Central Committee Plenum",,,,University of Pittsburgh,2,155,text,archival document
1618,31735061658724,"""Facts About Gerald L. K. Smith"",",,1944-06-26,,University of Pittsburgh,3,131,text,archival document
1619,31735061658542,Photograph of Youth Demonstrators Staging a Sit-Down Squatting in the Driveway of the White House. They Wanted to Present a Petition on Behalf of the Lundeen Bill.,,1937-02-20,,University of Pittsburgh,4,128,text,archival document
1620,31735059397038,"""Winter Evening Agitation Meetings"" leaflet,",,1894,,University of Pittsburgh,10,61,text,archival document
1621,31735061537589,"""Meet the Communists"", By Elizabeth Gurley Flynn,",,1946-03,,University of Pittsburgh,4,73,text,archival document
1622,31735061544528,"""No More Hiroshimas"" Flyer",,,,University of Pittsburgh,11,177,text,archival document
1623,31735060481821,United People's Church of Pittsburgh,,,,University of Pittsburgh,1,194,text,archival document
1624,31735061539338,"La Lutte Pour la Restauration et la Renovation de la Democratie,",,1959-01,,University of Pittsburgh,7,11,text,archival document
1625,31735065150348,Mine-Mill union; Mine Mill union; Sindicato; Union,,1954; 1967,1954/1967,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
1626,31735061538397,"Consider the Laundry Workers, By Jane Filley and Therese Mitchell,",,1937-06,,University of Pittsburgh,6,7,text,archival document
1627,31735061658849,"""1977 The Year of the Press"", By Mike Zagarell,",,1977-01,,University of Pittsburgh,4,46,text,archival document
1628,31735061656850,Documents Regarding Harry F. Ward from the Committee to Investigate Un-American Activities,,,,University of Pittsburgh,2,1,text,archival document
1629,31735051655516,"To-Night Captain C.C. Ross Flyer,",,1912,,University of Pittsburgh,14,66,text,archival document
1630,31735067911309,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,,1951-05-21,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals
1631,31735060481961,Work Among Women,,,,University of Pittsburgh,14,5,text,archival document
1632,31735051655987,Angela Davis Newsletter,,,,University of Pittsburgh,13,21,text,archival document
